Area,City,Location,LocationFlag,Month,Region,Year
Metro Vancouver,VANCOUVER,approx 1200 BLK KINGSWAY,Road Segment,JULY,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 877 GREAT NORTHERN WAY,Road Segment,JULY,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 800 BLK DENMAN ST,Road Segment,JULY,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 1489 E HASTINGS ST,Road Segment,JUNE,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 2600 BLK CHARLES ST,Road Segment,MARCH,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 1385 W 8TH AVE,Road Segment,MAY,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 2777 SW MARINE DR,Road Segment,NOVEMBER,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 500 BLK BURRARD ST,Road Segment,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,VANCOUVER,approx 2320 WOODLAND DR,Road Segment,AUGUST,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 865 RICHARDS ST,Road Segment,AUGUST,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 2099 BEACH AVE,Road Segment,AUGUST,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 887 GREAT NORTHERN WAY,Road Segment,JULY,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1100 BLK DENMAN ST,Road Segment,JULY,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1700 BLK COMMERCIAL DR,Road Segment,JUNE,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1600 BLK YEW ST,Road Segment,JUNE,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1011 MARINASIDE CRES,Road Segment,JUNE,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 4000 BLK W 8TH AVE,Road Segment,MAY,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 600 BLK BUTE ST,Road Segment,NOVEMBER,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1832 POWELL ST,Road Segment,OCTOBER,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 2249 W KING EDWARD AVE,Road Segment,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1892 W BROADWAY,Road Segment,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1500 BLK GRANVILLE ST,Road Segment,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,VANCOUVER,approx 1010 HORNBY ST,Road Segment,APRIL,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 1510 GRANT ST,Road Segment,AUGUST,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 2988 E 54TH AVE,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 1060 E BROADWAY,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 3400 BLK W 10TH AVE,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 2200 BLK KEITH DR,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 200 BLK E CORDOVA ST,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 1127 BARCLAY ST,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 2100 BLK YUKON ST,Road Segment,JUNE,Lower Mainland,2013
Metro Vancouver,VANCOUVER,approx 2018 SW MARINE DR,Road Segment,MAY,Lower Mainland,2013
,VANDERHOOF,approx 2508 BURRARD AVE,Road Segment,APRIL,North Central,2010
,VERNON,27 ST & 45 AVE,Intersection,APRIL,Southern Interior,2009
,VERNON,32 ST & 42 AVE,Intersection,AUGUST,Southern Interior,2009
,VERNON,18 AVE & 34 ST,Intersection,JULY,Southern Interior,2009
,VERNON,20 AVE & 35 ST,Intersection,JULY,Southern Interior,2009
,VERNON,29 AVE & 30 ST,Intersection,JUNE,Southern Interior,2009
,VERNON,31 ST & 32 AVE,Intersection,SEPTEMBER,Southern Interior,2009
,VERNON,FULTON RD & OKANAGAN AVE,Intersection,APRIL,Southern Interior,2010
,VERNON,25 AVE & 25 AVE FRTG & 41 ST,Intersection,AUGUST,Southern Interior,2010
,VERNON,30 AVE & 32 ST,Intersection,AUGUST,Southern Interior,2010
,VERNON,27 ST & 53 AVE,Intersection,DECEMBER,Southern Interior,2010
,VERNON,CLERKE RD & COLLEGE WAY & HWY 97,Intersection,JULY,Southern Interior,2010
,VERNON,27 ST & HWY 6 & TURNING LANE,Intersection,JUNE,Southern Interior,2010
,VERNON,30 AVE & 32 ST,Intersection,MAY,Southern Interior,2010
,VERNON,32 AVE & 38 ST,Intersection,MAY,Southern Interior,2010
,VERNON,APPALOOSA WAY & BELLA VISTA RD & LAKERIDGE DR,Intersection,SEPTEMBER,Southern Interior,2010
,VERNON,25 AVE & 39 ST,Intersection,SEPTEMBER,Southern Interior,2010
,VERNON,25 AVE & 34A ST,Intersection,APRIL,Southern Interior,2011
,VERNON,25 AVE & 34 ST,Intersection,AUGUST,Southern Interior,2011
,VERNON,ALLENBY WAY & BELLA VISTA RD,Intersection,AUGUST,Southern Interior,2011
,VERNON,16 ST & 39 AVE,Intersection,AUGUST,Southern Interior,2011
,VERNON,25 AVE & 34 ST,Intersection,JUNE,Southern Interior,2011
,VERNON,24 AVE & 34A ST,Intersection,MARCH,Southern Interior,2011
,VERNON,24 ST & PLEASANT VALLEY RD,Intersection,OCTOBER,Southern Interior,2011
,VERNON,25 AVE & 25 AVE FRTG & 41 ST,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,25 AVE & 34 ST,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,32 AVE & 32 ST,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,32 ST & 39 AVE,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,27 ST & 42 AVE,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,20 ST & 47 AVE,Intersection,SEPTEMBER,Southern Interior,2011
,VERNON,30 AVE & 40 ST,Intersection,APRIL,Southern Interior,2012
,VERNON,25 AVE & 37 ST,Intersection,AUGUST,Southern Interior,2012
,VERNON,23 AVE & 34 ST & OKANAGAN AVE,Intersection,JANUARY,Southern Interior,2012
,VERNON,25 AVE & 35 ST,Intersection,MAY,Southern Interior,2012
,VERNON,31 ST & 39 AVE,Intersection,MAY,Southern Interior,2012
,VERNON,25 AVE & 35 ST,Intersection,OCTOBER,Southern Interior,2012
,VERNON,30 AVE & 32 AVE & 41 ST & BELLA VISTA RD & TURNING LANE,Intersection,OCTOBER,Southern Interior,2012
,VERNON,33 ST & COLDSTREAM AVE,Intersection,JULY,Southern Interior,2013
,VERNON,30 AVE & 30 ST,Intersection,JULY,Southern Interior,2013
,VERNON,27 ST & 45 AVE,Intersection,JULY,Southern Interior,2013
,VERNON,32 ST & 35 AVE,Intersection,MAY,Southern Interior,2013
,VERNON,33 ST & 39 AVE,Intersection,OCTOBER,Southern Interior,2013
,VERNON,approx 3402 30 AVE,Road Segment,JUNE,Southern Interior,2013
Capital Regional District,VICTORIA,FORT ST & WHARF ST,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,ESQUIMALT RD & HARBOUR RD,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,BANK ST & FORT ST,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,BELMONT AVE & HAULTAIN ST,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,CRAIGFLOWER RD & PINE ST,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,GORGE RD E & WASHINGTON AVE,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,HILLSIDE AVE & SHELBOURNE ST,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,VICTORIA,FAIRFIELD RD & ST CHARLES ST,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,HUMBOLDT ST & QUADRA ST,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,DALLAS RD & ONTARIO ST,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,VANCOUVER ST & YATES ST,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,BEGBIE ST & HARRISON ST & PANDORA AVE,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,ESQUIMALT RD & ROBERT ST,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,BLANSHARD ST & TOPAZ AVE,Intersection,AUGUST,Vancouver Island,2009
Capital Regional District,VICTORIA,WHARF ST & YATES ST & UNSIGNED,Intersection,DECEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,FISGARD ST & GOVERNMENT ST,Intersection,DECEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,Intersection,DECEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,FINLAYSON ST & QUADRA ST,Intersection,DECEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,CHATHAM ST & GOVERNMENT ST,Intersection,FEBRUARY,Vancouver Island,2009
Capital Regional District,VICTORIA,BELCHER AVE & FORT ST & LEIGHTON RD,Intersection,JANUARY,Vancouver Island,2009
Capital Regional District,VICTORIA,CALEDONIA AVE & CHATHAM ST & DOUGLAS ST,Intersection,JANUARY,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & COOK ST,Intersection,JANUARY,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & BRIDGE ST,Intersection,JULY,Vancouver Island,2009
Capital Regional District,VICTORIA,BURNSIDE RD E & FINLAYSON ST & JUTLAND RD,Intersection,JULY,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & FORT ST,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & PANDORA AVE,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,FORT ST & RICHMOND AVE,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,BLANSHARD ST & HERALD ST & NORTH PARK ST,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & PEMBROKE ST,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & FERNWOOD RD,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,CRAIGFLOWER RD & PINE ST,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,HARRIET RD & OBED AVE,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,BLANSHARD ST & FINLAYSON ST,Intersection,JUNE,Vancouver Island,2009
Capital Regional District,VICTORIA,FAIRFIELD RD & VANCOUVER ST,Intersection,MARCH,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & COOK ST,Intersection,MARCH,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & BRIDGE ST,Intersection,MARCH,Vancouver Island,2009
Capital Regional District,VICTORIA,COOK ST & MEARES ST,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,FERNWOOD RD & PANDORA AVE,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,CATHERINE ST & WILSON ST,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & TOPAZ AVE & TURNING LANE,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,GORGE RD E & WASHINGTON AVE,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,BURNSIDE RD E & FINLAYSON ST & JUTLAND RD,Intersection,MAY,Vancouver Island,2009
Capital Regional District,VICTORIA,FAIRFIELD RD & VANCOUVER ST,Intersection,NOVEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,VANCOUVER ST & YATES ST,Intersection,NOVEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BURNSIDE RD E & MANCHESTER RD,Intersection,NOVEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BELMONT AVE & HILLSIDE AVE,Intersection,NOVEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,DONCASTER DR & NORTH DAIRY RD,Intersection,NOVEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,COOK ST & PANDORA AVE,Intersection,OCTOBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & HENRY ST,Intersection,OCTOBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & ROCK BAY AVE,Intersection,OCTOBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BLANSHARD ST & HILLSIDE AVE,Intersection,OCTOBER,Vancouver Island,2009
Capital Regional District,VICTORIA,CEDAR HILL RD & FINLAYSON PL,Intersection,OCTOBER,Vancouver Island,2009
Capital Regional District,VICTORIA,GOVERNMENT ST & HUMBOLDT ST & WHARF ST,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,GOVERNMENT ST & JOHNSON ST,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,CORONATION AVE & RICHMOND AVE & EMERGENCY LANE,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,QUADRA ST & QUEENS AVE,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BAY ST & PRIOR ST,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,KINGS RD & QUADRA ST,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & SPRUCE AVE,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,BALFOUR AVE & GORGE RD E,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,DOUGLAS ST & LARCH ST,Intersection,SEPTEMBER,Vancouver Island,2009
Capital Regional District,VICTORIA,CRESCENT RD & FOUL BAY RD,Intersection,APRIL,Vancouver Island,2010
Capital Regional District,VICTORIA,GOVERNMENT ST & TORONTO ST,Intersection,APRIL,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & JOHNSON ST,Intersection,APRIL,Vancouver Island,2010
Capital Regional District,VICTORIA,GORGE RD E & GORGE RD W & HARRIET RD,Intersection,APRIL,Vancouver Island,2010
Capital Regional District,VICTORIA,BEACON ST & CIRCLE DR & DOUGLAS ST,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,COOK ST & MEARES ST,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & CORMORANT ST,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,CALEDONIA AVE & QUADRA ST,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,DISCOVERY ST & DOUGLAS ST,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,BRIDGE ST & HILLSIDE AVE,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,DOUGLAS ST & TOLMIE AVE,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & TOLMIE AVE,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,VICTORIA,FAIRFIELD RD & QUADRA ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,VANCOUVER ST & YATES ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,BALMORAL RD & FISGARD ST & QUADRA ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,NORTH PARK ST & VANCOUVER ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,CALEDONIA AVE & CHATHAM ST & DOUGLAS ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & FINLAYSON ST,Intersection,DECEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,BROUGHTON ST & GOVERNMENT ST,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,JOHNSON ST & PANDORA AVE & WHARF ST,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,CALEDONIA AVE & QUADRA ST,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,BAY ST & TYEE RD,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & TOLMIE AVE,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,OSWEGO ST & SUPERIOR ST,Intersection,JANUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,VANCOUVER ST & YATES ST,Intersection,JANUARY,Vancouver Island,2010
Capital Regional District,VICTORIA,DOUGLAS ST & JOHNSON ST,Intersection,JULY,Vancouver Island,2010
Capital Regional District,VICTORIA,CENTENNIAL SQ & CORMORANT ST & DOUGLAS ST,Intersection,JULY,Vancouver Island,2010
Capital Regional District,VICTORIA,BALMORAL RD & VANCOUVER ST,Intersection,JULY,Vancouver Island,2010
Capital Regional District,VICTORIA,RICHARDSON ST & RICHMOND AVE,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,KINGSTON ST & ST LAWRENCE ST & SUPERIOR ST,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,COOK ST & MEARES ST,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,CATHERINE ST & SKINNER ST,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,BAY ST & LUDGATE ST,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & HILLSIDE AVE,Intersection,JUNE,Vancouver Island,2010
Capital Regional District,VICTORIA,FAIRFIELD RD & LILLIAN RD & WILDWOOD AVE,Intersection,MARCH,Vancouver Island,2010
Capital Regional District,VICTORIA,PANDORA AVE & QUADRA ST,Intersection,MARCH,Vancouver Island,2010
Capital Regional District,VICTORIA,CEDAR HILL RD & HIBBERSON CRES,Intersection,MARCH,Vancouver Island,2010
Capital Regional District,VICTORIA,DOUGLAS ST & FINLAYSON ST,Intersection,MARCH,Vancouver Island,2010
Capital Regional District,VICTORIA,HILLSIDE AVE & SHELBOURNE ST,Intersection,MARCH,Vancouver Island,2010
Capital Regional District,VICTORIA,DOUGLAS ST & FORT ST,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,FORT ST & WHARF ST,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & PANDORA AVE,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,BELCHER AVE & FORT ST & LEIGHTON RD,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,GOVERNMENT ST & HERALD ST,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,FORT ST & LEE AVE,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,BAY ST & GOVERNMENT ST,Intersection,MAY,Vancouver Island,2010
Capital Regional District,VICTORIA,MOSS ST & THURLOW RD,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,BURDETT AVE & DOUGLAS ST & HUMBOLDT ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,GOVERNMENT ST & JOHNSON ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,ESQUIMALT RD & TYEE RD,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,ESQUIMALT RD & SPRINGFIELD ST & WILLIAM ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,CALEDONIA AVE & CHATHAM ST & DOUGLAS ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,COOK ST & PEMBROKE ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,BLANSHARD ST & PEMBROKE ST,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,GOVERNMENT ST & JOHN ST & TURNING LANE,Intersection,NOVEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,LINDEN AVE & RICHARDSON ST,Intersection,OCTOBER,Vancouver Island,2010
Capital Regional District,VICTORIA,GOVERNMENT ST & HUMBOLDT ST & WHARF ST,Intersection,OCTOBER,Vancouver Island,2010
Capital Regional District,VICTORIA,FINLAYSON ST & QUADRA ST,Intersection,OCTOBER,Vancouver Island,2010
Capital Regional District,VICTORIA,DALLAS RD & DOUGLAS ST,Intersection,SEPTEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,DAVIE ST & FORT ST,Intersection,SEPTEMBER,Vancouver Island,2010
Capital Regional District,VICTORIA,FORT ST & PEMBERTON RD,Intersection,APRIL,Vancouver Island,2011
Capital Regional District,VICTORIA,FORT ST & RICHMOND AVE,Intersection,APRIL,Vancouver Island,2011
Capital Regional District,VICTORIA,FORT ST & LEE AVE,Intersection,APRIL,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & TOLMIE AVE,Intersection,APRIL,Vancouver Island,2011
Capital Regional District,VICTORIA,FORT ST & OAK BAY AVE & PANDORA AVE & VERRINDER AVE,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,CALEDONIA AVE & COOK ST,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,DAVIE ST & FORT ST,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,BAY ST & COOK ST,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,GARBALLY RD & GORGE RD E,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,BALFOUR AVE & GORGE RD E,Intersection,AUGUST,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & FORT ST,Intersection,DECEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,COOK ST & VIEW ST,Intersection,FEBRUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,BAY ST & GOVERNMENT ST,Intersection,FEBRUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,FERNWOOD RD & HAULTAIN ST,Intersection,FEBRUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,EARLE PL & EARLE ST & ST CHARLES ST,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,SOUTHGATE ST & VANCOUVER ST,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,HUMBOLDT ST & QUADRA ST,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,GOVERNMENT ST & PANDORA AVE,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,DENMAN ST & OREGON AVE,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & KINGS RD,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & TOLMIE AVE,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,CEDAR HILL RD & FINLAYSON ST & NORTH DAIRY RD,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,VICTORIA,QUADRA ST & ROCKLAND AVE,Intersection,JULY,Vancouver Island,2011
Capital Regional District,VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,Intersection,JULY,Vancouver Island,2011
Capital Regional District,VICTORIA,ESQUIMALT RD & MAITLAND ST,Intersection,JUNE,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & HILLSIDE AVE,Intersection,JUNE,Vancouver Island,2011
Capital Regional District,VICTORIA,PENDERGAST ST & VANCOUVER ST,Intersection,MARCH,Vancouver Island,2011
Capital Regional District,VICTORIA,ACADEMY CLOSE & BLANSHARD ST,Intersection,MARCH,Vancouver Island,2011
Capital Regional District,VICTORIA,COOK ST & ROCKLAND AVE,Intersection,MARCH,Vancouver Island,2011
Capital Regional District,VICTORIA,CALEDONIA AVE & CHATHAM ST & DOUGLAS ST,Intersection,MARCH,Vancouver Island,2011
Capital Regional District,VICTORIA,BRIDGE ST & GORGE RD E,Intersection,MARCH,Vancouver Island,2011
Capital Regional District,VICTORIA,OAK BAY AVE & RICHMOND AVE,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,JOHNSON ST & PANDORA AVE & WHARF ST,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,DOUGLAS ST & FISGARD ST,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,CALEDONIA AVE & VANCOUVER ST,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & CALEDONIA AVE,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,CEDAR HILL RD & FINLAYSON ST & NORTH DAIRY RD,Intersection,MAY,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & HUMBOLDT ST,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,COOK ST & YATES ST,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,LEIGHTON RD & RICHMOND AVE,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,COOK ST & PRINCESS AVE,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,DOUGLAS ST & PEMBROKE ST,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,HAULTAIN ST & VICTOR ST,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,DOUGLAS ST & LARCH ST,Intersection,NOVEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,ROCKLAND AVE & VANCOUVER ST,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,VICTORIA,JOHNSON ST & STORE ST & WADDINGTON ALLEY,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,VICTORIA,GOVERNMENT ST & PEMBROKE ST,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,VICTORIA,CLAWTHORPE AVE & GOSWORTH RD,Intersection,OCTOBER,Vancouver Island,2011
Capital Regional District,VICTORIA,VANCOUVER ST & YATES ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & YATES ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,BAY ST & WARK ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,KINGS RD & QUADRA ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,MYRTLE AVE & SHELBOURNE ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,DOUGLAS ST & FINLAYSON ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,FINLAYSON ST & QUADRA ST,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,BLANSHARD ST & TOLMIE AVE,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,VICTORIA,DOUGLAS ST & VIEW ST,Intersection,APRIL,Vancouver Island,2012
Capital Regional District,VICTORIA,DONCASTER DR & NORTH DAIRY RD,Intersection,APRIL,Vancouver Island,2012
Capital Regional District,VICTORIA,BEACON HILL LOOP & CIRCLE DR,Intersection,AUGUST,Vancouver Island,2012
